CHEMICAL_NAME	STUDY_TITLE	ACCESSION_NUMBER	DEPOSITOR_STUDY_NUMBER	ORGANIZATION_NAME	START_DATE	END_DATE	DOSE	DOSE_UNIT	NTP_TOXICOLOGY_TYPE	NTP_TDMS_NUMBER	TIME_IN_STUDY	TIME_IN_STUDY_UNIT	GROUP_NAME	IS_CONTROL_GROUP	TREATMENT_GROUP_TYPE	ROUTE	SUBJECT_NAME	SPECIES_COMMON_NAME	SEX	STRAIN	ALA	ALA_UNIT	ALP	ALP_UNIT	ALPHR	ALPHR_UNIT	AP_CREAT	AP_CREAT_UNIT	ASP_CREAT	ASP_CREAT_UNIT	ASP_HR	ASP_HR_UNIT	AST	AST_UNIT	AVA	AVA_UNIT	BILI	BILI_UNIT	CA	CA_UNIT	CL	CL_UNIT	CREAT	CREAT_UNIT	CREAT_HR	CREAT_HR_UNIT	CRTN_16	CRTN_16_UNIT	CRTN_24	CRTN_24_UNIT	CRTN_48	CRTN_48_UNIT	DECALOL	DECALOL_UNIT	GALAC	GALAC_UNIT	GGT	GGT_UNIT	GGT_CREAT	GGT_CREAT_UNIT	GGT_HR	GGT_HR_UNIT	GLUC	GLUC_UNIT	GLUC_HR	GLUC_HR_UNIT	GLU_CREAT	GLU_CREAT_UNIT	GLU_HR_TIS	GLU_HR_TIS_UNIT	K	K_UNIT	KETONE	KETONE_UNIT	LDH_CREATN	LDH_CREATN_UNIT	MG	MG_UNIT	NA	NA_UNIT	NAG	NAG_UNIT	NAG_CREAT	NAG_CREAT_UNIT	NAG_HR	NAG_HR_UNIT	PH	PH_UNIT	PHOS	PHOS_UNIT	PROTEIN	PROTEIN_UNIT	PRO_CREAT	PRO_CREAT_UNIT	PRO_G_HR	PRO_G_HR_UNIT	PRPB	PRPB_UNIT	PRPB_HR	PRPB_HR_UNIT	RNASE	RNASE_UNIT	SDH	SDH_UNIT	SPGRAV	SPGRAV_UNIT	TCN_LT	TCN_LT_UNIT	TSPROT	TSPROT_UNIT	UBGEN	UBGEN_UNIT	UPRO_CRTN	UPRO_CRTN_UNIT	UREA_CONC	UREA_CONC_UNIT	UREA_HR	UREA_HR_UNIT	URINE_VOL	URINE_VOL_UNIT	UR_BLD	UR_BLD_UNIT	UR_CLAR	UR_CLAR_UNIT	UR_COLOR	UR_COLOR_UNIT	UR_PROT	UR_PROT_UNIT	UR_PROT_HR	UR_PROT_HR_UNIT	UR_VOL_HR	UR_VOL_HR_UNIT
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			1	day	Low_24 hours				35_Low_24 hours			Crl:CD(SD)IGS BR VAF/Plus																			3.1	mg/dL	486.35	mmol/L	109	mg/dL																			22	mg/dL							229	mEq/L					17	mg/dL	153	mEq/L							7		294	mg/dL	126.7	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			3	day	Low_3 days				36_Low_3 days			Crl:CD(SD)IGS BR VAF/Plus																			1.3	mg/dL	85.20	mmol/L	30	mg/dL																			4	mg/dL							45.5	mEq/L					14	mg/dL	36	mEq/L							7		85	mg/dL	35.7	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			3	day	Low_3 days				37_Low_3 days			Crl:CD(SD)IGS BR VAF/Plus																			2.4	mg/dL	149.10	mmol/L	66	mg/dL																			10	mg/dL							95	mEq/L					17	mg/dL	53	mEq/L							7		148	mg/dL	58.5	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			3	day	Low_3 days				38_Low_3 days			Crl:CD(SD)IGS BR VAF/Plus																			2.7	mg/dL	213.00	mmol/L	51	mg/dL																			8	mg/dL							124	mEq/L					19	mg/dL	52	mEq/L							7		138	mg/dL	55.8	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			3	day	Low_3 days				39_Low_3 days			Crl:CD(SD)IGS BR VAF/Plus																			4.2	mg/dL	198.80	mmol/L	64	mg/dL																			11	mg/dL							131	mEq/L					11	mg/dL	64	mEq/L							7		179	mg/dL	34.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			3	day	Low_3 days				40_Low_3 days			Crl:CD(SD)IGS BR VAF/Plus																			1.3	mg/dL	88.75	mmol/L	24	mg/dL																			2	mg/dL							45.1	mEq/L					5.7	mg/dL	38	mEq/L							7.5		77	mg/dL	38.5	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			7	day	Low_7 days				41_Low_7 days			Crl:CD(SD)IGS BR VAF/Plus																			1	mg/dL	63.90	mmol/L	29	mg/dL																			4	mg/dL							49.3	mEq/L					3.2	mg/dL	26	mEq/L							7.5		45	mg/dL	27.4	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			7	day	Low_7 days				42_Low_7 days			Crl:CD(SD)IGS BR VAF/Plus																			0.9	mg/dL	81.65	mmol/L	34	mg/dL																			5	mg/dL							63.8	mEq/L					4	mg/dL	28	mEq/L							7.5		55	mg/dL	30.6	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			7	day	Low_7 days				43_Low_7 days			Crl:CD(SD)IGS BR VAF/Plus																			0.9	mg/dL	53.25	mmol/L	21	mg/dL																			4	mg/dL							36.6	mEq/L					2.9	mg/dL	28	mEq/L							7		56	mg/dL	34.5	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			7	day	Low_7 days				44_Low_7 days			Crl:CD(SD)IGS BR VAF/Plus																			1	mg/dL	92.30	mmol/L	31	mg/dL																			5	mg/dL							63.2	mEq/L					2.6	mg/dL	31	mEq/L							7.5		52	mg/dL	50.3	g/dL																																								
Puromycin	Evaluation of clinical signs and RNA expression in male Sprague Dawley rats following exposure to known nephrotoxins:  20-day IP treatment with puromycin	008-00002-0011-000-2	ILS-N090-014	HESI	1/1/00		5	mg/kg			7	day	Low_7 days				45_Low_7 days			Crl:CD(SD)IGS BR VAF/Plus																			4.2	mg/dL	781.00	mmol/L	135	mg/dL																			24	mg/dL							412	mEq/L					24	mg/dL	129	mEq/L							7		199	mg/dL	246.1	g/dL																																								
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			1	day	0.3 mg/kg_24 hours				1840026_0.3_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																23	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			1	day	0.3 mg/kg_24 hours				1840027_0.3_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			1	day	0.3 mg/kg_24 hours				1840028_0.3_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																12	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			1	day	0.3 mg/kg_24 hours				1840029_0.3_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																24	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			1	day	0.3 mg/kg_24 hours				1840030_0.3_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			3	day	0.3 mg/kg_3 days				1840031_0.3_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																27	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			3	day	0.3 mg/kg_3 days				1840032_0.3_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																28	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			3	day	0.3 mg/kg_3 days				1840033_0.3_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																7	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			3	day	0.3 mg/kg_3 days				1840034_0.3_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																7	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			3	day	0.3 mg/kg_3 days				1840035_0.3_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																11	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			.17	day	0.3 mg/kg_4 hours				1840021_0.3_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			9																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			.17	day	0.3 mg/kg_4 hours				1840022_0.3_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			9																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			.17	day	0.3 mg/kg_4 hours				1840023_0.3_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7.5																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			.17	day	0.3 mg/kg_4 hours				1840024_0.3_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			9																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			7	day	0.3 mg/kg_7 days				1840036_0.3_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			7	day	0.3 mg/kg_7 days				1840037_0.3_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			7	day	0.3 mg/kg_7 days				1840038_0.3_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7.5																																27	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			7	day	0.3 mg/kg_7 days				1840039_0.3_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																27	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		0.3	mg/kg			7	day	0.3 mg/kg_7 days				1840040_0.3_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			1	day	1 mg/kg_24 hours				1840046_1_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			1	day	1 mg/kg_24 hours				1840047_1_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			1	day	1 mg/kg_24 hours				1840048_1_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																24	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			1	day	1 mg/kg_24 hours				1840049_1_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																24	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			1	day	1 mg/kg_24 hours				1840050_1_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																16	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			3	day	1 mg/kg_3 days				1840051_1_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			3	day	1 mg/kg_3 days				1840052_1_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			3	day	1 mg/kg_3 days				1840053_1_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																9	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			3	day	1 mg/kg_3 days				1840054_1_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			6.5																																14	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			3	day	1 mg/kg_3 days				1840055_1_3d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7.5																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			.17	day	1 mg/kg_4 hours				1840042_1_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			8.5																																3	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			.17	day	1 mg/kg_4 hours				1840043_1_4h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			9																																1	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			7	day	1 mg/kg_7 days				1840056_1_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			7	day	1 mg/kg_7 days				1840057_1_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																26	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			7	day	1 mg/kg_7 days				1840058_1_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																27	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			7	day	1 mg/kg_7 days				1840059_1_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																24	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		1	mg/kg			7	day	1 mg/kg_7 days				1840060_1_7d			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																25	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			1	day	5 mg/kg_24 hours				1840066_5_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																11	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			1	day	5 mg/kg_24 hours				1840067_5_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																11	ml												
Cisplatin	A 1-, 3- & 7-Day Oral (Gavage) Gene Array Toxicity Study in Male SD Rats on Cisplatin	008-00002-0012-000-3	00-1510-02	HESI	1/1/00		5	mg/kg			1	day	5 mg/kg_24 hours				1840068_5_24h			Sprague–Dawley (Crl:CD (SD)IGS BR) VAF+																																																																			7																																26	ml												
